Title,Classification
 chad reeds a fag hes a th kinda guy,Bad
 ya fag,Bad
 a bright neon yellow gauntlet,Good
 you be fucking with to many hoes .,Bad
    Ahmed and retard mikey for special Olympic boxing,Bad
  lol thats basically like the you got too many hoes curve,Bad
 with your height yeah. Chunky bitch,Bad
 just called me a basic bitch and Im not sure how I feel about it,Bad
 and retarded. Love is always retarded. sentimental,Bad
 what a little bitch,Bad
 follow me u sexy bitch,Bad
 lebron is a bitch damian,Bad
 those guys are pussies ,Bad
 there is a bird here on the ground and its still alive I cant believe it,Good
 And does he know youre calling him a fag,Bad
  shiddd add me I a turn that bitch up lmao,Bad
 i will literally confront some bitch asses Fo reall. Trill.,Bad
 das calld usen yo brain retard y would i whoop yo ass n front of da police,Bad
 i can guarantee a few things youre white. youve never been anywhere NEAR a real ghetto. you or a relative is a pig. ,Bad
 photoshop my nig,Bad
 bitch.....k,Bad
 Are the guns for being a bad bitch  ,Bad
 damn I just got called a hoe,Bad
 Go get that sum bitch,Bad
 remember that African bitch we used to work with at CMI,Bad
 right These bitches be like damn I hope I get this job at Target BITCH DO BETTER Still livin with ya momma ass hoe,Bad
 hey Hun,Good
   billy goat hillbillies you sucking amp fucking. You disgraceful brazzen faced unabashed pig,Bad
   Best believe We aint no christian slave brainwash black spooks miss white man unlike yoself she devil,Bad
   at the end of the day they call yo dumb ass monkey pickananny hoe. But u luv them white devils,Bad
   in other words you are accustomed to niggers so muchYour Almighty one can be next to u but yo nigger,Bad
   will convince u that is a lame you a nigger liver believes it cuz you a nigger whore,Bad
 I dont give a flying fuck what a teabagger piece of human garbage like you thinks ,Bad
 you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.,Bad
 hahahah for reals he was like this bitch crazy lol,Bad
 is  out of wedlock births a lie latinos in nd place. mostly driven up by illegal aliens w anchor babies,Good
 You DID. You crushed his I got me an EXOTIC bitch dreams.,Bad
 if only there was a medal for that we hate fags but we wont kill them medal. Thank u for the privilege to let fags live.,Bad
 ignore sorry I called you a bitch uncalled for,Bad
 gotta turn the hoe into housewife,Bad
 Besides ur imposter idol looks nothing like The Word of God described the Saviour of Israel in Revelations. envious bitch,Bad
  that was my mock done on a simulator check it out pick your team how many rounds and go for it,Good
" 
She colored not Lebanese",Good
" Shame of you Selfhating kike. 
We Jews are Gds chosen people.",Bad
 you call  house nigger and shes the racist Fathom the hypocrisy in that statement.,Bad
 if the bitch dont like it she cant be my bitch,Bad
 facts  ... IDC Iont have no bitches so Im good lol,Bad
 Are you sure about that slant Theyre plagiarists and you have no idea who I am.,Good
 ...I fuckin want OUTgt Im tired of this bullshit faggot ass closet racist wannabecommunewithoutrailroad stategt Cali,Bad
 ...honestly. Thats where Im the most retarded and is why stuck as artist hoping for a fair dealermanager situation....,Good
 what u doing bitch boy,Bad
 I texted u fag,Bad
 thats my lil Nigga in the middle . I was locked Wid bitch,Bad
 this was my nigga in that bitch man,Bad
 they made up endearing names for us like nigger spook amp monkey,Bad
  ooo Logan pulling bitches,Bad
 you bad little bitch,Bad
 mhmm tweet bird ,Good
 LMAO. Lets hangout this weekend hoe,Bad
 No Im pimping out you and those guys at the park playing bitch volleyball. HairyChestsDoee,Bad
 Will NEVER happen faggot. Got complemented on it today at golf by  several times. ,Bad
 faggot.,Bad
 hii fag. ,Bad
 is the biggest faggot in the world,Bad
 where have you been hoe,Bad
  Just like when I call someone a nigger Its not because theyre black its about how they act. LIKE A NIGGER,Bad
 careful they might try to queer ya,Bad
  oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. dumb teabagger,Bad
 bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors,Bad
 didnt you propose the brilliant idea of college students packing heat You are a savant dumbass teabaggers,Bad
 hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people,Bad
 hey turd cutter...stop tweeting juvenile shit and DO YOUR JOB....idiot teabagger,Bad
 stockboy U should talk. U tweet lies and childish shit about Obama.youre very unqualified. You only appeal to dumb rednecks,Bad
 you teabagger dunces want to eliminate education all together so you can groom more teabag voters. Lol.thedumbestteabagger,Bad
 ...you are a lazy redneck. Get back to work governing. Stay off twitter with your lying bullshit....stockmantheliar,Bad
 ..how much knob do you gobble in one day Youre in over your head. What a blockhead you are.,Bad
 ..its all about you and white conservative teabaggers. You all make the world go round. Please be our rulers.....stockboy,Good
  ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar,Good
  ted cruz..leader..lol lol lol lol lol OMG lol lol lol lol lol you are a funny ass redneck...lol lol lol lol lol,Bad
 Friggin Red State pussy Republican. The parent too,Bad
 Golly Wompers and Dad Gum Son You lyin cheatin scoundrels fucking did it Man up and own it ya chicken shit pussy Republican,Bad
 Stockboy...everyone mocks you.,Good
 bush took  times as many vacations.. republican teabaggers are pusses....wah,Bad
 pay your taxes teabaggers,Good
 you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about......,Good
  Wise decisionthis Alfie must be a right mong.,Good
 tf get me on that bitch stat,Bad
 bye youre a queer,Bad
 my boots get me bitches so,Bad
  what a retard,Bad
 all he ever does is fav fuckin cunt,Bad
 people bitch because they lose an hour of sleep today but it evens out and we get more daylight,Bad
 this is a joke right Youre on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.,Bad
 Looks like a lesssquintyeyed  to me. Hmm...,Good
 Your mother looks like a toughasnails bird...I see where you got  of that from. Nice food too,Good
 Report me for what bitch You need to read the Twitter rules and guidelines. This aint Facebook cunt.,Bad
 Eat my pussy,Bad
 their tortillas are trash though.,Good
 yes hoe. You ALWAYS had the camera,Bad
     bitch you look like a shamu go back to seaword,Bad
 eat dat chicken out your love box baby. Lovin a white woman while eatin chicken. A colored mans dream,Good
 dem hoes twatchin right nie dey need uh answer,Bad
 room temp cus i have sensitive bitch teeth.  ..,Bad
 youtube bear vs monkey bike race,Good
 bitch trying to turn this shit like Facebook,Bad
 abouta get him some crayons and animal crackers after pm ,Good
 Im highly upset dat des bitches tryanna clown me on a media sight bitch I aint going,Bad
 Im going to show these bitches how its done. ,Bad
 theyre so goooood. I just want like a savoury salty cheesy cracker,Good
 Johans a free agent harveys hurt you retard. and its valverde ignorance,Bad
 yea I listen to that hoe when I wake up,Bad
 come see me. anyone named swagner is obviously a pussy,Bad
 thanks ya fucking hoser,Bad
 Happy Happy Helloween Helloween whoa oh whoa ho  ,Good
 where are the birds at Wasnt it Port where birds were all over,Good
 u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets,Bad
 No bitch Linda over KOD,Bad
 fuck Miley tranny looking now damn ass nigga,Bad
 say that hoe has sparked a many a blunt since you left it,Bad
 girl thats all these hos need they dont care ,Bad
 thats what I thought pussy,Bad
 yellow ,Good
  no ur the blind bitch. Dude in the video is way skinnier.,Bad
  Im not a liberal amp I support changing the name. It transcends standard political grandstanding.,Good
 then send this one to your teabagger friends  and watch their heads explode,Good
 One less little nigger that would grow up into a big nigger.,Bad
 bitch answer my calls,Bad
 bitch smd,Bad
  those crackers will leave you parched asf,Good
  mickey mouse ears hat....and tail for that matter.,Good
 feel same way about New England Patriots amp New York Yankees. But unlike u Ive worked in Boston amp NYC. Texas prison is upgrade,Good
  ..............,Good
 so trash,Good
 well since you is blood you get a G pass but only this time and I wont tell wop about that lyric situation,Good
 that bitch bouta be ZOOTED,Bad
 im coolin you know me same ole shit different day my nig,Bad
    lmao pussy,Bad
 lets go right now bitch and i knocked you last time lets fight right now,Bad
 morphing into Charlie Weis will never cease to be disturbing.,Good
 he killed that hoe though,Bad
 lmaoooo I know Taylor in Brazil eating that overseas pussy,Bad
 lmaooooo bro you still got that shit you are a hoe we boxing when you come back nigga,Bad
 you a hoe for that Im rolling ,Bad
 you got some more hoe,Bad
 not only that.. after he pushed him he stepped back lolol. That was some pussy shit,Bad
 So was I cunt welcome to twitter,Bad
  you gay Gabrielle bad as fuck. Even though the other bitch bad you cant cheat on a dime..foh lol,Bad
   thats not how you resist you worthless retard. Do you need a dictionary,Bad
 But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.,Bad
 I know that bitch dont going nomo,Bad
  The truth hurts nigguh.,Bad
 Ive been knowing fag,Bad
 If you decide to do Damara you should make her a gladiola. We have gorgeous rustcolored ones coming up over here.,Good
 IDC. I can still get it. Thats my pussy,Bad
 lol imma look at a bitch ass if I wanna,Bad
 Aint say its wrong but its just as stupid as hoes showing up to get attention from dudes.No one is bigger than the game.,Bad
 she like imma stop talking to you because you vibing in them headphones.Talk to me and come get this pussy in other words,Bad
 cuz the whole team trash,Good
 truuuu bitches dont have ANY respect for themselves so Im with you on the shit talkin lol,Bad
 faggot,Bad
 you have your nips pierced too  ,Bad
  fuck em right in the pussy,Bad
 hes trash,Bad
 dumb nigger,Bad
 yellow in paris Fantastic effort from AllezWiggo and VroomFroome..now just the last stage up for grabs GoCav TDF,Good
 hoes will be hoes nothing but something guys just dispose TruthBeTold,Bad
 why did they add your name all ghetto like that Looks like they used label maker lol,Good
 Why werent you so gung ho when you got drafted instead of shitting yourself You seem like another Repcon Chicken hawk..,Bad
 and im beautiful bitch,Bad
 hoes are more fun,Bad
 i aint shit you aint shit...bitch we meant for eachother,Bad
 nah bitch you like Pookie from new jack city,Bad
 shut up bitch,Bad
 shit trash,Bad
 why lil ricky stole MJ Chain and tried to flex with the bitch in his avi,Bad
 Nope definitely retarded.,Bad
  The Moors used to give kids free lunch in the Bronx when I was a kid. Glad to see they are still doing good.,Good
 drinking a bitch beer outta a badass kuzie,Bad
   lol naw that bitch was just a sociopath,Bad
" 
You can bet Valerie Jarret has her hands all over this humanitarian Crisis. I Didnt vote for that commie bitch.",Bad
 got it thanks Hun ima text u,Good
 we in dis hoe. Imma get her too lmfaoooo,Bad
 no one asked bitch,Bad
 Low blow cuntface. How many times the Yanks beat us in the playoffs these last  or so years,Bad
 bitch please. Not gonna happen. Nope.,Bad
 fuck them bitches I hope Navy beat em THIS week.  ,Bad
 fuck you bitches.,Bad
 thank you. I hate you. Eat poison. Fall down. Run face first into a wall. Yankees missed the playoffs.,Bad
 that just happened to be the year WE lost a one game playoff to them bitches from the bitch ass twin bitches. Lucky for you.,Bad
 he probably took off a point because Gibbs isnt from the East Coast and says hoes.,Bad
 in that I get more bitches than you If so YOU RIGHT,Bad
 bitch ass nigga heres a new belt for you ,Bad
 nick background my nigger,Bad
  Okay and Melo bitch ,Bad
 Straight pussy,Bad
 fuckin pussy haha,Bad
 you didnt even catch it pussy,Bad
 Gobble de gook,Good
 I love you hoe Hahahhaa  UglyAss,Bad
  trash,Good
  aahahah who the fuck watches that trash,Bad
 thanks little bitch ,Bad
 already know juss ordered some of this for the weekend  for tha white hoes ,Bad
 bitch ask a day off,Bad
 bitch those are the same options,Bad
 bring bitches,Bad
 lol youre retarded ,Bad
 need to get outta that bitch meridian all bad now but as long as you getting that paper you good.,Bad
 Im omy to the movie right now and Im literally gonna slap a bitch if they scream or some shit.,Bad
  i dont think he can beat Mayweather but hes far from trash. Unlike Floyd he actually put Maidana down.,Good
 My father was born in Nanticoke and attended Lehigh. Im a CT Yankee but love the Pennsylvania Dutch cooking ,Good
 Call me bitch again and see if I dont slap the sexy out of your mom and have Justin Timberlake bring it back.,Bad
 WHOA sorry for the spell check error its not ho it was hey so sorry,Good
  we outchea bitch,Bad
 CSGO bitch.,Bad
 Hi  Yeah trolls are annoying but dont concern yourself with them. Theyre all twats amp have no life lol. Just ignore them. x,Bad
   do birds have a  out of wedlock rate is it white fathers that are running away,Bad
 Dont like to trash talking either way. But to be fair thats just on Twitter. Im having a ball on texts.,Good
 well then with all further ado get da fock out ya lil bitch,Bad
  faggot scoon you wanna ball,Bad
 stfu trash,Bad
  pull the trigger bitch,Bad
 Youre a little bitch.,Bad
 I liked the day a bird got in your classroom.,Good
 any more birds in school,Good
 You rebel. Next youll be ripping mattress tags off. Its a slippery slope.,Good
    cause it would their tip hand instead they whine like little bitchesgt,Bad
 nope btw yous a hoe lol,Bad
 oh well turns out that baby aint mine does jig,Good
 yesterday twitter was telling them same dudes that  pussy was the best so have faith,Bad
 have you looked yourself This is funny. This is like Obama saying he is good for the economy. Hipster faggot. Funny though,Bad
   Hes a pussy,Bad
  all   haha. Because Im thinkingofyou and your dirtylove sexxy bitch,Bad
 Aww y u so mad tho a successful man LMFAO hut hugging as faggot.,Bad
 if you gotta shout u a bad bitch... u aint a bad bitch ,Bad
    boooooooo that was trash,Good
 do yourself a favor and ball that up and throw in the trash.,Good
 whatever lol my tan line is retarded. Lol was that other tweet a subtweet,Bad
 you real quiet son made Charlie is shit and steelers too Loser.,Bad
  I like where ur domes at smart,Good
 has to be live version  pulledpork clams babyjesus lilsmokey,Good
 pitch chip and slide ur dick in tight clam  love it mywife,Bad
 the early bearded man gets the clam  herkfacts,Good
   haha the little shit talkier brought his other bitch,Bad
 bitch go shoot some balls of paint. Ole hobby finding ass,Bad
 LOL AutoCorrect is a bitch but voice recognition is much faster than typing.,Bad
 can fucking a fat bitch be considered a threesome ,Bad
 But if we loved again I swear Id love you right. Btw bitch you better not be googling these lyrics Mine is from the lt,Bad
 This is true. That bitch has two accounts ,Bad
 i also like flip a bitch which is gabbys. QualityWords,Bad
 i know hoe.,Bad
 no hes an asshole amp is like I have neck problems amp cant sleep that way  u lil bitch,Bad
 them bitches uggo as fuck too,Bad
 you a hoe ass savage this shit brings up memories so cook on my g.,Bad
  Big birds big peckers.... They always mad cause they only get laid once and thats by their mother.,Bad
   Maybe he can call Hootie back up he dont answer me anymore but still have crows.,Good
 Gotta get my superbowl shirt at the cleaners then we hitting the big bird.,Good
 Now beaners drive em.,Bad
 They best not fuss about this basement bitch is like a skating rink. ,Bad
 and  are faggots. Kbye.,Bad
 All the thirsty hoes. Lol,Bad
 Im the type to put that bitch in a river so you can gtf out my locations lol,Bad
 And its people like you that give us all a bad name you are a disgusting piece of shit of a person a nigger is what you are,Bad
 dude fucking mono sucks and my bed is trash,Bad
 thats nate dumbass we all just mock him,Bad
 Sauerkraut Saul is a punk ass bitch,Bad
 You do it to us so payback is a bitch. hahaha lt happy valentines day though.,Bad
 good one you fucking bitch ass,Bad
 What are you gonna do Ima chase you out the club like mobb deep did to you pussy.,Bad
 that explains you cause all you do is bitch and whine.,Bad
 lmao your just a dumb hoe that budden made popular please stop your irrelevant and no one cares about you slut.,Bad
  pot of gold ass nigguh,Bad
 you are not a cat.you are a pussy black bored kid kills a cop by starting a fire.WHERE IS THE OUTRAGE YOU PHONY ,Bad
 word bird,Good
 I think you should reconsider hes a little bitch to the one true God almighty Cthulhu...please for your soul Seany.,Bad
 quit being being a pussy yourself and call them out by first and last name plus SSN ya poon,Bad
 subtweeting and using hashtag oomf whats the difference P jk just jerkin yo dick ya nigger faggot.,Bad
 would help for some others cant handle uppers and cripples them plus if moderation isnt taken into consideration itll be bad,Good
  Them hoes are clean,Good
         or a celebrity. Poor bitches,Bad
 gator bait ,Good
 Ha. He aint welcome in Washington State or Nashville. Serpas is straight trash.,Good
 My problem is that I love bad bitches.,Bad
   and youre a vegetarian pussy,Bad
 He a bitch you should do it,Bad
  bitch yo muthafukin ass reacting off that vain females tweet amp dont no the context her dumb ass dont neither,Bad
  say that shit to my face Bruh you a bitch for gettin in a man u dont know business. Handle yo own shit,Bad
 and stop covering yo goddamn face like the kkk. Yo yung silly ass co signing for pussy.,Bad
 no shit you are what euros would call a typical American fat as fuck and goes to eat fast food all the time dumb bitch.,Bad
 pussy,Bad
  fuck up pussy,Bad
 Id rather ask yours is she a nappy headed hoe too And is your grandma as well Id be ashamed to be in your family.,Bad
 Nappy headed hoes cant call anyone ugly stop embarrassing yourself pls,Bad
 so fucking annoying when a hoe is like omg relationship goals like close your legs get dressed and do something about it.,Bad
 you are a pussy without your guns bitch as spic. Your daddy doesnt even respect the sperm he drop in your moms stank pussy,Bad
 Yankees like Florida State not Floridians.,Good
 Yass bitch Yass ,Bad
 my momma saw how the girls danced and was like grandma was like shake that ass hoe,Bad
 oh u can dog her out but dont show that hoe no love if u doing it with ya ol lady,Bad
 so some of Yal bitches need to stock up on jello to fix Yal broke up ass personalities ,Bad
 rip plate brownies large tea fries beans potato salad poboy,Good
    it does. you and all your hipster friends are ugly as fuck... and yo pussies all stank,Bad
 Straight off the bench ned WorldCup,Good
   coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,Bad
  rather be an ultra fag than get an  on my ACT and go to FGCU zing,Bad
"  little punk we should send his ass to Iraq for a few weeks 
Little bitch would come home amp KISS THE GROUND",Bad
 taylor wack ass bitch nigga,Bad
 vegeta is a little bitch TeamGoku,Bad
 you is a hoe,Bad
 how are Yankees games on the radio Good announcers,Good
 how do Yankees fans look back on Gary Sheffields time with the team,Good
 some Mets fan tried telling me Rivera isnt of the best Yankees of all time because he is just a closer. WTF,Good
" 
I glads dis colored man cans be of soyvice fo da white man",Bad
 Im not yellow Im sorry,Good
 yay im a whitey ,Good
 NFL... Forgetabout they got until February. Its the pennant race. Lets Go Yanks.,Good
   Hes been drinking too much of that shitty Canadian hoser beer eh,Bad
 A Would expect nothing less from your dominion. Oh by the way SEC bitches,Bad
 Wilde nog even checken op Twitter hoe het ging maar had zon heftige wond niet verwacht heftig. Sterkte amp beterschap hoor,Bad
 ill scream from France for you Tom IU iubb hoosiers creanandcrimson,Good
 what now bitch,Bad
    of  BCS titles  mil in revenue. Its great being in a redneck conference. And not in Ohio.,Good
 Come over queer,Bad
 hey fag gag on my clappmeat,Bad
 tounge punching smelly turtle pussy,Bad
 bitch lol,Bad
 fuck i look like shopping at that trash ass store,Bad
 pussy pussy pussy marijauna wannnnaaa,Bad
 lol I feel like a punk bitch sittin in here with all the lights on ,Bad
 republican teabaggers should be jailed for treason.....,Good
" faggot is a public spectacle. most gays are not fags.
public display gets public opinion.",Bad
 bitches aint shit but hoes and tricks thuglife,Bad
   yeah the internet def taught me a bitch cant twerk if she talkin bout voting.,Bad
 Thats actually nonEnglish. Because okiecops are filthy white trash who are all criminals.,Bad
 I didnt make to any games last season. Just looked it up. Astros open up with the Yankees st of April,Good
 I thought you would like him cause of the Chi but yeah he a faggot,Bad
   once fag. You got pressed to the ground ..hang up your cleats n never put them back on or think about it,Good
 you unfollowed me because you think youre the shit and use follow trains to gain and then just unfollow cause youre a pussy,Bad
 this bitch has brain damage,Bad
 bitch,Bad
 bitch Ill fuck you up,Bad
  lmao take off thru quavo cant do shit but make hooks offset da only  solid but I kno niccas been tellin him dat,Bad
   that hoe is like .,Bad
 bitch you can tweet but not answer,Bad
 ayyyyyyeeeeee my nigga back in the bitch,Bad
 mite hit the Rec I know cell Marcus and Jax gone try to hit that hoe,Bad
 couldnt help it man. niggas pussy for robbing a chick and shootin her.,Bad
 the way he raps about fucking my bitch amp banters about having more money than me is so entertaining its crazy ,Bad
 I swear des hoes just making up challenges now,Bad
 I tried one of them pom pomegranate juices n I swear it tasted like flavored piss.........dont ask lol,Bad
 shut yo hoe ass up,Bad
 lol  it had to be one of my old bitches ,Bad
 they not gonn comment cause they in the closet hoes lol Team Getchoassoutdatcloset lol,Bad
 aight bet we in that bitch too,Bad
 nothing says fashion like a cunt hat....,Bad
 it is bitch,Bad
 looks like youre gonna blow someone fag,Bad
 thisty hoe,Bad
"  
Yup And now we pickin you white bitches bare like a chicken leg",Bad
  that was no accident lmfao these hoes trynna be lowkey slick...,Bad
 thus you have the term redneck also.... The Creator is not mocked. Good for you...Excellent Precept Daughter,Bad
 its the entire pats bandwagon. Theyre faggots,Bad
 I told u ugly niggas get bitches young I promise u Work ya magic lol,Bad
 good job tonight You need to eat some crackers soyoull stop throwing up ,Good
 And youre a fucking loudmouth ignorant redneck fuck. You still tryin to suck your own dick You cant you dumbfuck...its too short.,Bad
 I got a bitch named banana pussy bananas swear I gotta say it again pussy bananas my lil cool azz bitch she from da westside,Bad
 fuck you pussy . i made a mistake and started cj spiller over chris ivory this week . fuck,Bad
  Tylar shut up bitch . I usta make you these,Bad
 bet hoe,Bad
 ion sneak diss on broke bitches ,Bad
 you ah lien ass hoe,Bad
 hey Ill leave Abbey too Oh if I get a job on the slope I might move back Cause id lose out on lots of money buying tickets,Good
 all strippers and sexy hoes follow my mans,Bad
   its at your house bitch,Bad
 eat yo pickles bitches,Bad
 studies show that youre a faggot,Bad
 Nope. Super chocolatey yummy brownies.,Good
 whats a puto isnt that bitch in Spanish.,Bad
   mutha fuckahs better bring me all the brownies ever,Bad
  dont ignore me faggots c,Bad
 Dont you have a trash can,Good
 Shame that your mama didnt teach you not to call women bitch. Well we all aint that fortunate I guess.,Bad
 shut up faggot you and Ras need to make an album together well Ras fell off you didnt cont ,Bad
 man some of these bitches are in denial about it. ,Bad
 what pissed me off is as males WE JUDGE females pussy. How you gone judge your own get mad and deny its loose because YOU have a gap,Bad
 These Marxist kikes promoted AntiSemitism by creating this film what was their incentive They just promote their enemies.,Good
  young based god in Olympics stay fuckin bitches,Bad
 Your update for my s pretty much broke G and made it absolutely annoying and retarded.,Bad
  ie dont make a hoe a housewife,Bad
 bitch whatever nigga u were to scared to play,Bad
 You just cant give hillbillies an audience. Theyll squander it every time.,Bad
 only faggots drive stick,Bad
 lol bitch yo display name,Bad
 go jerk off to lollis faggot.,Bad
 smh whats wrong wit u ho,Bad
  yea.. you dont live down here I guess. We still got roofs that arent fixed from Charlie and Jeanne.,Good
 No I dont fuck with those hoes ask Paco he does,Bad
 they didnt want to fuck Steve that bitch lmao,Bad
 Lightweight heavyweight dont matter. Still knock bitches out ,Bad
 haha..monkey feeti like it..but  realfeet are magical on a back..it smoothes every nook and cranny of tightness ,Good
 Shes a cunt,Bad
 Vince what is the general feeling of the natives that you know in regards to the term redskins Offensive to them or not,Bad
 kill the coons,Bad
 the cunt needs her hands cut off,Bad
 dont raise ur hand to me niggah,Bad
 my niggah my niggah lol ,Bad
 no problem my niggah ,Bad
 was good my niggah lol,Bad
 wassup niggah,Bad
 Now nowthat bird is one of Gods creatures ,Good
 call out bitch,Bad
 eat shit. Who are you working for You nappy bitch.,Bad
 We might have more. Cant really be sure. But some weird little bird said that might be a possibility. Stay tuned. Maybe.,Good
 birds of a feather. You stand with PETA. I stand with sanity.,Good
 Everything JayZ writes is trash.,Good
  Normally I would say she must have a great pussy but since Ive seen it thats not true so idk what it is.,Bad
 Destiny will make Titanfall its bitch,Bad
 Yeah so you better play with me ya nigger,Bad
 id chink you if you left me with blue balls,Bad
 This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well,Good
 Read wo slant your orig statement said everything we have...that is the only extreme comment made,Good
 your not so godly after all u fuckin redneck peckerwood.,Bad
 yaaaasssss it is. You are buhlowin up my timeline negro. ,Bad
 fuck your store bitch,Bad
  you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.,Good
 At the peak of the war W joins the Texas natl guard to get outta Nam. Facts are a bitch. ,Bad
 lol bitch nigga ima get my gay homies on you,Bad
  bitch,Bad
 thats trash its ot,Bad
 btw Jim crow laws were supported by democrats not republicans and MLK was a republican Fact,Good
 yes das def da problem.if his.teacher was a spear chucker he woulda gt both dose rite,Good
  So you support illegals coming here and spreading disease among Americans Dream that bitch,Bad
  a judge that was appointed by obama who here doesnt see the agenda fucking crooked bitch,Bad
 hey Windy Does your dildo take out the trash for you Buzzzzz,Bad
 msnbc the same MSM who said blocking flights from africa is racist yea right No ID no vote bitch gold digger,Bad
 your  second add just ruined it. A new low picking on a cripple,Good
 says the pedophile promoting dolt. LMAO teabagger,Bad
 faggot,Bad
 whatd the note say Stop being a bitch heres some flowers. lt gets em everytime,Bad
 money cars and clothes. And the hoes. Lol. He just want be successful lol,Bad
 this some bullshit bitch. Show Lana Kane.,Bad
   look at this shit imma bitch forreal ,Bad
 just to remind yall cuz hoes be acting like they dont know,Bad
 so much hoes,Bad
 I was RT  steal that bitch,Bad
 Sum bitch that looks good Where does a man such as myself pick up one of those,Bad
  Hes a faggot and I dont like him.  Im on the other side of the state.,Bad
 that nigga spun around in the pussy.,Bad
  my mentallity Being a flaming fag is a serious mental issue,Bad
  fight me bitch.,Bad
  i feel the warm fuzzies.,Good
  according to you my place is in kitchen. Excuse me while I take out the trash,Good
  by trash I meant u lmaooo,Good
 real shit bro yo hoe told me if Smoothie King had straws i ca fuck,Bad
 yu forgot we beat yall Thats like a garbage man calling a janitor trash,Good
 bitch we coulda been at the stores looking,Bad
  tranny dragons eh I know some people that will love this,Good
 whatchu doin today nig,Bad
 wud up nig I gotta new number  text me,Bad
   You can tease this dick faggot,Bad
 Your bitch called she was missing this dick,Bad
   fuck outta here faggot that wouldnt even be a fair,Bad
 lmaoo typical nig nog bombs shouldve got pics,Bad
  bitch please ,Bad
 Can we not use the word faggots,Bad
  bitch you got me fucked up ,Bad
  bitch you always hatin lmao,Bad
 cuz i thought i got a wife but i picked a hoe. IM LOVIN THESE SONGS MAN. Keep it coming,Bad
  stfu bitch,Bad
 could get half a band off me RT  Fellas.  your dope female followers and state how much youd pay for their pussy,Bad
 thought retard,Bad
  hear that you dumb bitch he said no one likes you ohshitnigga,Bad
  bitch I want it all,Bad
  glad you could get your daily dose of giggles faggot,Bad
  hey faggot spell faggot right you dipshit,Bad
  shut the fuck up fag ill beat the shit outta you,Bad
  yeah nigga I get bitches and Matts fucking gay as shit,Bad
 Im not fake bitch meet me after school then nigga,Bad
 cause ima blindside the shit outta you niggah,Bad
 fuck you bitch smd,Bad
 haha bitch,Bad
 insecure much put all you insults in one tweet. Fucking dumbass dude Id wreck you you faggot,Bad
 just smokin that Cali smoke and fuckin your bitch wbu,Bad
 shut up niglet,Bad
 sun follow me you  bitch you cant do shit so stfu faggot,Bad
 then learn to read bitch,Bad
 who do you think I am bitch,Bad
  about the beanies but steal my description but u arent salty or fake,Good
 Lol you probably right. Fuck you bitch  in spanish,Bad
 I always want to speak to ppl I converse with on twitter but they always look at me like bitch Idk you in REAL life.. smh,Bad
 she remembers the dick lol and wants it again. I recommend you shoot a bitch if she show up. She might snap,Bad
 BOOM bitches ,Bad
 I HATE birds They just piss me off about the fact that I cant fly,Good
 I like tweeting you like this. .. wen yu aint talking to all yo hoes I be like...... ill wait.,Bad
 Im tired of dat bitch mannn,Bad
 all the great QBs fold under pressure gshit if u blitz Peyton ass he gon gook out,Bad
 its always a white bitch doing something OP lol like they give zero fucks when it comes to dick ,Bad
 that white bitch is a G for choppin that whole line of niggas ,Bad
 ima miss smiley and graham and daniel tho they were pretty cool to me when i was there ima beat andrews bitch ass every day,Bad
 haha i was about to say... Damn i just called you a bad bitch i mean mean bitch lmfao,Bad
 quit using song lyrics queer,Bad
 janemba is better than yo pussy ass,Bad
 bitch its not til Thursday,Bad
  Daggone it Twins kick it up a notch... Time to beat the Yankees...,Good
 Only good thing about this season. FireCashman .,Good
 Scores dont matter in Spring Training man,Good
 and we all fell asleep ,Good
 go away already ,Good
 isnt that kind of saying the Braves wont make it to the World Series LOL,Good
 probably time to put this twitter feed to bed nyy,Good
 team sucks,Good
 ugh,Good
 pussy watch it nuh mi Neva lov mon. badmon,Bad
 way other hoes boo,Bad
 whatever Neymar trash,Good
 I hate that faggot he so corny,Bad
 mannn Mexicans in Houston LOVE their high school freshman hoes,Bad
 yeah people know hes not trash but his game is limited and it showed late in games against Portland,Good
 way to take orders like a little bitch bitch,Bad
 home coon,Good
 bitches better watch out because were running the tables tonight ,Bad
 hey send me your songs I need to put them hoes on a CD and bang em when I ride around,Bad
 I want my poms back lmfao,Good
 I was born yellow,Good
 I agree. You never know she may have been begging to get dropped makes her pussy wet guaranteed. She married him right after ,Bad
 hahaha made ya eat crow....,Good
 Im crazy and Wayne can rap about pussy  songs in a row,Bad
 lol girrrrl these bitches crazzzzy,Bad
